113,26
71,29
90,42
29,32
48,45
6,48
83,39
124,40
41,42
25,34
44,47
85,48
117,37
59,32
78,45
36,48
55,61
113,39
71,42
112,43
30,4
131,56
29,45
115,48
48,58
64,2
105,40
124,53
22,5
127,58
66,48
85,61
43,64
15,2
59,45
78,58
119,59
17,48
36,61
52,5
112,56
10,8
115,61
54,51
73,64
45,2
64,15
22,18
66,61
107,62
126,75
24,64
98,13
82,5
101,18
58,62
75,2
94,15
52,18
93,19
10,21
137,62
54,64
12,67
86,16
70,8
3,18
89,21
47,24
88,62
79,13
63,5
82,18
40,21
100,72
58,75
0,70
74,19
33,18
93,32
32,22
51,35
35,27
67,16
86,29
70,21
89,34
130,72
28,24
47,37
63,18
104,19
21,21
62,22
81,35
39,38
116,29
74,32
13,22
32,35
118,38
51,48
16,27
35,40
92,22
111,35
28,37
69,38
27,41
104,32
62,35
81,48
122,49
20,38
39,51
23,43
99,38
118,51
16,40
57,41
76,54
92,35
111,48
50,38
110,52
8,41
27,54
11,46
30,59
84,36
87,41
106,54
4,43
64,57
99,51
38,41
57,54
18,62
50,51
110,65
8,54
94,57
11,59
85,8
52,60
43,11
84,49
103,62
87,54
64,70
77,9
22,73
61,1
80,14
121,52
140,65
38,54
79,55
82,60
15,70
101,73
73,11
18,75
31,14
91,65
75,57
94,70
52,73
24,11
65,12
68,17
109,55
45,70
3,73
77,22
61,14
80,27
121,65
79,68
63,60
21,63
95,12
114,25
53,15
72,28
75,70
116,71
88,9
33,73
74,74
107,22
46,12
65,25
49,17
68,30
109,68
26,33
42,14
83,15
102,28
0,17
19,30
60,31
63,73
104,74
95,25
34,15
53,28
72,41
56,33
46,25
49,30
90,31
26,46
83,28
102,41
41,31
60,44
25,23
44,36
2,39
34,28
120,31
37,33
78,34
97,47
55,50
113,28
132,41
71,31
90,44
131,45
29,34
48,47
6,50
105,29
124,42
41,44
25,36
44,49
85,50
117,39
76,1
120,44
59,34
78,47
97,60
36,50
55,63
71,44
112,45
29,47
115,50
105,42
64,4
108,47
66,50
57,1
24,53
43,66
1,69
59,47
17,50
36,63
77,64
52,7
10,10
115,63
54,53
45,4
86,5
89,10
22,20
79,2
98,15
82,7
101,20
40,10
100,61
119,74
58,64
75,4
61,69
33,7
19,72
93,21
52,20
51,24
137,64
67,5
86,18
70,10
89,23
28,13
47,26
88,64
79,15
46,67
63,7
82,20
49,72
40,23
81,24
125,67
0,72
74,21
93,34
51,37
35,29
67,18
70,23
111,24
9,13
47,39
104,21
123,34
21,23
62,24
81,37
20,27
39,40
74,34
13,24
32,37
118,40
16,29
35,42
76,43
92,24
111,37
9,26
50,27
69,40
27,43
30,48
104,34
62,37
103,38
106,43
39,53
23,45
96,35
13,37
99,40
57,43
76,56
15,46
92,37
50,40
69,53
110,54
27,56
11,48
30,61
84,38
43,0
87,43
4,45
45,46
64,59
22,62
96,48
99,53
38,43
57,56
101,62
73,0
18,64
110,67
75,46
8,56
94,59
11,61
52,62
24,0
84,51
10,65
87,56
45,59
77,11
22,75
61,3
80,16
140,67
38,56
79,57
98,70
101,75
54,0
73,13
40,65
31,16
91,67
75,59
94,72
33,62
52,75
65,14
49,6
68,19
128,70
26,22
86,73
58,11
42,3
61,16
121,67
19,19
79,70
63,62
21,65
95,14
114,27
53,17
72,30
56,22
88,11
33,75
46,14
65,27
49,19
68,32
26,35
9,68
83,17
42,16
102,30
0,19
60,33
95,27
34,17
53,30
37,22
56,35
71,20
90,33
48,36
83,30
41,33
25,25
44,38
2,41
117,28
34,30
120,33
37,35
78,36
55,52
113,30
71,33
90,46
29,36
48,49
6,52
105,31
124,44
108,36
127,49
44,51
85,52
43,55
117,41
76,3
120,46
59,36
78,49
36,52
55,65
112,47
115,52
73,55
105,44
64,6
85,65
126,66
24,55
1,71
59,49
100,50
119,63
17,52
36,65
77,66
80,71
52,9
112,60
115,65
54,55
12,58
86,7
31,71
45,6
89,12
79,4
24,68
98,17
65,69
82,9
142,60
101,22
58,66
75,6
42,58
61,71
33,9
74,10
19,74
93,23
10,25
51,26
54,68
95,69
67,7
12,71
70,12
89,25
28,15
47,28
88,66
46,69
63,9
49,74
21,12
40,25
81,26
39,29
125,69
42,71
0,74
74,23
93,36
13,13
51,39
16,18
35,31
67,20
34,72
70,25
111,26
28,28
69,29
104,23
123,36
62,26
81,39
122,40
20,29
39,42
23,34
96,24
99,29
32,39
118,42
16,31
35,44
76,45
92,26
111,39
9,28
50,29
69,42
27,45
11,37
30,50
62,39
103,40
122,53
20,42
106,45
99,42
38,32
57,45
76,58
18,53
50,42
91,43
94,48
11,50
30,63
84,40
103,53
87,45
4,47
45,48
64,61
77,0
22,64
121,43
80,5
38,45
57,58
73,2
18,66
75,48
33,51
52,64
24,2
10,67
84,53
1,18
87,58
45,61
58,0
3,64
77,13
89,67
61,5
80,18
140,69
79,59
63,51
82,64
54,2
31,18
72,19
75,61
33,64
46,3
65,16
49,8
68,21
109,59
26,24
86,75
58,13
42,5
61,18
28,70
19,21
79,72
63,64
21,67
95,16
114,29
53,19
72,32
56,24
14,27
46,16
49,21
68,34
7,24
67,75
83,19
102,32
41,22
60,35
44,27
34,19
53,32
37,24
56,37
97,38
71,22
90,35
48,38
83,32
124,33
41,35
127,38
60,48
25,27
44,40
2,43
120,35
78,38
36,41
55,54
113,32
71,35
29,38
48,51
6,54
105,33
124,46
108,38
127,51
25,40
66,41
85,54
2,56
43,57
1,60
59,38
78,51
119,52
17,41
36,54
55,67
112,49
29,51
115,54
73,57
64,8
105,46
22,11
66,54
85,67
126,68
24,57
43,70
1,73
40,1
119,65
17,54
58,55
61,60
94,8
52,11
93,12
10,14
115,67
54,57
114,71
12,60
86,9
31,73
70,1
89,14
88,55
47,17
79,6
24,70
5,20
82,11
21,1
40,14
58,68
42,60
61,73
74,12
19,76
93,25
32,15
51,28
137,68
54,70
67,9
12,73
86,22
53,74
70,14
130,65
89,27
28,17
47,30
88,68
63,11
49,76
62,15
81,28
39,31
125,71
74,25
118,31
51,41
16,20
34,74
92,15
111,28
28,30
69,31
27,34
113,74
30,39
62,28
81,41
122,42
20,31
39,44
23,36
96,26
99,31
118,44
57,34
76,47
92,28
111,41
50,31
69,44
110,45
30,52
84,29
122,55
87,34
20,44
4,36
64,50
96,39
55,1
99,44
38,34
57,47
76,60
18,55
133,42
6,1
50,44
91,45
110,58
8,47
11,52
52,53
85,1
84,42
43,4
87,47
45,50
64,63
3,53
77,2
22,66
80,7
38,47
79,48
98,61
82,53
73,4
18,68
133,55
31,7
91,58
75,50
94,63
33,53
52,66
65,5
10,69
68,10
1,20
128,61
109,48
45,63
86,64
58,2
77,15
89,69
61,7
80,20
79,61
63,53
54,4
40,69
12,7
31,20
72,21
75,63
33,66
74,67
46,5
65,18
49,10
68,23
109,61
128,74
42,7
28,72
102,21
60,24
146,64
63,66
104,67
21,69
95,18
53,21
72,34
37,13
56,26
14,29
13,70
46,18
49,23
90,24
134,67
26,39
83,21
102,34
0,23
41,24
60,37
44,29
53,34
37,26
56,39
97,40
14,42
55,43
71,24
90,37
48,40
124,35
41,37
127,40
25,29
44,42
85,43
2,45
117,32
120,37
59,27
78,40
36,43
55,56
71,37
112,38
29,40
115,43
48,53
6,56
105,35
124,48
22,0
108,40
25,42
66,43
85,56
24,46
43,59
1,62
59,40
18,2
78,53
119,54
17,43
77,57
80,62
112,51
131,64
54,46
73,59
31,62
89,3
126,70
24,59
43,72
82,0
101,13
1,75
100,54
119,67
58,57
77,70
61,62
19,65
52,13
93,14
51,17
54,59
114,73
12,62
86,11
31,75
72,76
70,3
89,16
28,6
88,57
47,19
107,70
79,8
46,60
5,22
82,13
21,3
40,16
81,17
141,68
58,70
144,73
42,62
61,75
0,65
74,14
93,27
32,17
51,30
35,22
95,73
67,11
12,75
70,16
47,32
46,73
62,17
81,30
39,33
125,73
23,25
74,27
32,30
118,33
16,22
35,35
76,36
92,17
111,30
9,19
50,20
69,33
113,76
27,36
30,41
104,27
62,30
103,31
122,44
20,33
106,36
39,46
96,28
99,33
118,46
16,35
57,36
76,49
92,30
50,33
69,46
110,47
8,36
27,49
30,54
84,31
103,44
87,36
4,38
45,39
64,52
96,41
55,3
99,46
57,49
98,50
18,57
133,44
75,39
8,49
94,52
11,54
52,55
84,44
87,49
45,52
64,65
77,4
22,68
80,9
121,47
140,60
38,49
82,55
73,6
31,9
75,52
94,65
33,55
52,68
65,7
10,71
68,12
26,15
58,4
3,68
77,17
89,71
70,58
61,9
80,22
47,74
19,12
63,55
82,68
123,69
21,58
40,71
12,9
53,10
72,23
56,15
116,66
88,4
33,68
74,69
46,7
65,20
49,12
68,25
26,28
67,66
70,71
42,9
83,10
28,74
102,23
19,25
60,26
63,68
104,69
21,71
95,20
62,72
53,23
37,15
56,28
14,31
13,72
46,20
49,25
90,26
48,29
9,74
83,23
41,26
60,39
44,31
34,23
37,28
78,29
97,42
14,44
55,45
71,26
90,39
29,29
48,42
105,24
124,37
108,29
41,39
127,42
44,44
85,45
117,34
43,48
120,39
59,29
78,42
97,55
17,32
36,45
55,58
71,39
112,40
29,42
115,45
73,48
6,58
105,37
124,50
108,42
22,2
66,45
43,61
1,64
59,42
18,4
100,43
17,45
52,2
112,53
115,58
54,48
73,61
12,51
31,64
89,5
130,43
47,8
24,61
65,62
82,2
101,15
100,56
119,69
58,59
77,72
42,51
61,64
33,2
74,3
19,67
93,16
51,19
54,61
95,62
114,75
67,0
12,64
70,5
89,18
28,8
47,21
88,59
46,62
65,75
63,2
49,67
40,18
81,19
141,70
125,62
58,72
42,64
74,16
93,29
13,6
32,19
51,32
35,24
34,65
67,13
70,18
37,70
28,21
69,22
88,72
46,75
104,16
62,19
81,32
122,33
39,35
23,27
96,17
13,19
99,22
32,32
118,35
16,24
35,37
76,38
117,76
92,19
111,32
9,21
50,22
69,35
8,25
27,38
30,43
62,32
103,33
122,46
20,35
106,38
23,40
96,30
99,35
118,48
38,25
57,38
76,51
92,32
18,46
50,35
91,36
110,49
8,38
94,41
27,51
30,56
84,33
103,46
87,38
45,41
22,57
121,36
38,38
57,51
98,52
15,54
101,57
18,59
133,46
91,49
110,62
75,41
94,54
52,57
84,46
10,60
87,51
128,52
45,54
86,55
77,6
22,70
80,11
19,1
63,44
82,57
101,70
40,60
73,8
31,11
72,12
75,54
135,68
33,57
52,70
93,71
65,9
10,73
49,1
68,14
128,65
26,17
67,55
58,6
70,60
61,11
19,14
63,57
82,70
123,71
95,9
40,73
12,11
53,12
72,25
56,17
116,68
88,6
14,20
74,71
46,9
65,22
32,74
49,14
68,27
7,17
67,68
26,30
42,11
83,12
28,76
102,25
41,15
60,28
44,20
104,71
21,73
95,22
34,12
53,25
37,17
56,30
97,31
14,33
13,74
71,15
90,28
48,31
92,74
83,25
41,28
60,41
25,20
44,33
34,25
37,30
78,31
97,44
36,34
55,47
113,25
71,28
90,41
131,42
29,31
48,44
105,26
124,39
127,44
25,33
66,34
85,47
2,49
43,50
117,36
120,41
1,53
59,31
78,44
17,34
36,47
55,60
112,42
29,44
115,47
73,50
105,39
64,1
31,53
108,44
22,4
66,47
126,61
59,44
100,45
17,47
58,48
77,61
61,53
52,4
112,55
54,50
114,64
12,53
31,66
89,7
88,48
47,10
126,74
24,63
65,64
82,4
40,7
26,72
58,61
42,53
61,66
33,4
19,69
93,18
32,8
51,21
137,61
54,63
95,64
67,2
12,66
53,67
86,15
70,7
89,20
56,72
130,58
28,10
47,23
